term,genes,logFC_TR,logFC_gene
Elk1,Myoc,0.0,-4.49364498904709
Elk1,Tm9sf3,0.0,-0.700912059077705
Elk1,Arid5a,0.0,1.56224274291414
Elk1,Col23a1,0.0,-0.7393322295944621
Elk1,Vgll3,0.0,11.2357202213766
Elk1,Ifrd1,0.0,1.3652250445024898
Elk1,C4b,0.0,0.8629294530656328
Elk1,Pamr1,0.0,-1.60192896072359
Elk1,Rpl4,0.0,0.6399104312997691
Elk1,Steap3,0.0,-1.39659773731203
Elk1,Cp,0.0,2.45879445192537
Elk1,Kctd10,0.0,1.36643155147213
Ets2,Ifit3,0.0,1.80493792566847
Ets2,Brd2,0.0,1.4230071474082802
Ets2,Icam1,0.0,4.63111401870137
Ets2,Mia2,0.0,0.8499464665512719
Ets2,Adora1,0.0,0.811800815351392
Ets2,Ppp1r1a,0.0,-0.933911070926477
Ets2,Spp1,0.0,1.33828593513228
Ets2,Hmgn1,0.0,2.04568614049612
Ets2,Trim9,0.0,0.7374672742330991
Ets2,Nap1l1,0.0,-0.942731559037019
Ets2,Akap13,0.0,4.4324970116119005
Ets2,Ifi27,0.0,1.0392774975849
Ets2,Nipsnap2,0.0,-0.9160442385726312
Ets2,Carhsp1,0.0,0.891035902155907
Ets2,Hjurp,0.0,-6.716217044168861
Ets2,Ergic1,0.0,-1.01588225547383
Ets2,Cd34,0.0,4.18132050149539
Ets2,Usp54,0.0,1.01275583888907
Ets2,Arhgap21,0.0,0.8822939373645049
Ets2,Lrtm2,0.0,1.6471692353573602
Ets2,Slc1a4,0.0,0.614568063128815
Ets2,Dhrs1,0.0,0.8295968326884221
Ets2,Lgals9,0.0,9.82681013993358
Ets2,Apoh,0.0,11.168079310642
Ets2,Kif5a,0.0,2.24381934599644
Ets2,Cuedc2,0.0,-0.8588991915896671
Ets2,Bcl2l1,0.0,1.56188618599478
Ets2,Agpat1,0.0,-0.788851232167083
Ets2,Fcgr2b,0.0,4.739663296955441
Ets2,Il13ra1,0.0,5.90093880402698
Ets2,Slc44a1,0.0,-0.771875878282109
Ets2,Macf1,0.0,1.27608075609776
Ets2,Usp24,0.0,0.9273680786847008
Ets2,Cops6,0.0,-0.733540882769538
Ets2,Cdkn1a,0.0,2.6019394154614903
Ets2,Junb,0.0,4.59355025649866
Ets2,Kctd1,0.0,0.925741042966144
Ets2,Tmsb4x,0.0,1.66124518294533
Ets2,Fos,0.0,1.6103347880854195
Ets2,Irak3,0.0,11.132487163413598
Ets2,Tspyl2,0.0,1.01157851873912
Ets2,Adamts1,0.0,2.2807212620749504
Ets2,Hdac7,0.0,2.7228768354182296
Ets2,Ndufc2,0.0,-0.7729051298322549
Ets2,Steap3,0.0,-1.39659773731203
Ets2,Asrgl1,0.0,-0.742207158653231
Ets2,Sirpa,0.0,-1.12213278492556
Ets2,Angptl4,0.0,4.947794480935981
Ets2,Akap2,0.0,1.47823920986839
Ets2,Ptn,0.0,-1.29276403399471
Ets2,Dbi,0.0,-0.7848862193645291
Ets2,Efr3b,0.0,1.4774575891864898
Ets2,Fabp7,0.0,-1.39469699858541
Ets2,Btbd1,0.0,-0.730019106028105
Ets2,Rgl1,0.0,1.44822724280793
Ets2,Sox2,0.0,0.695767248220544
Fev,Tns2,0.0,1.25322206003601
Fev,Vim,0.0,1.04283160254037
Fev,Irak3,0.0,11.132487163413598
Fev,Fos,0.0,1.6103347880854195
Fev,Brd2,0.0,1.4230071474082802
Fev,Icam1,0.0,4.63111401870137
Fev,Zyx,0.0,1.97092291436707
Fev,Myo1c,0.0,2.0591828554543703
Fev,Cmtm5,0.0,-0.997480188015821
Fev,Ddc,0.0,3.26325856650662
Fev,Pygb,0.0,-0.5939615200130761
Fev,Maff,0.0,4.18596030472309
Fev,Fbxo31,0.0,1.46063792234126
Fev,Jam2,0.0,-0.6376871656917861
Fev,Qdpr,0.0,-1.19265487481533
Fev,Flot1,0.0,1.70713649521979
Fev,Lpar1,0.0,-2.07186156618779
Fev,Kctd10,0.0,1.36643155147213
Fos,Rbm3,1.6103347880854195,2.31696942256792
Fos,Adora1,1.6103347880854195,0.811800815351392
Fos,Ptprn,1.6103347880854195,2.11478468098462
Fos,Trim9,1.6103347880854195,0.7374672742330991
Fos,Akap13,1.6103347880854195,4.4324970116119005
Fos,Bcs1l,1.6103347880854195,-1.97367247409438
Fos,Ctnna1,1.6103347880854195,0.662517628801597
Fos,Alpl,1.6103347880854195,-1.06304916511102
Fos,Rdh12,1.6103347880854195,-12.2258128239326
Fos,Plce1,1.6103347880854195,1.74976098876124
Fos,Zyx,1.6103347880854195,1.97092291436707
Fos,Fth1,1.6103347880854195,1.29922199284816
Fos,Anapc16,1.6103347880854195,0.8441643657575831
Fos,Nfkbiz,1.6103347880854195,3.3174397129260296
Fos,Col1a1,1.6103347880854195,-2.3054093532109503
Fos,Cd34,1.6103347880854195,4.18132050149539
Fos,Slc38a3,1.6103347880854195,-0.8504856819003871
Fos,Col16a1,1.6103347880854195,1.31614010770213
Fos,Ezr,1.6103347880854195,1.29677912069787
Fos,Gpr179,1.6103347880854195,1.86542065358433
Fos,S100a11,1.6103347880854195,1.50949789551796
Fos,Pla2g7,1.6103347880854195,-0.7877651277528391
Fos,Tpm3,1.6103347880854195,0.97907013903664
Fos,Lgals3bp,1.6103347880854195,1.62471911734506
Fos,Timp1,1.6103347880854195,6.605256603061662
Fos,Cyc1,1.6103347880854195,-0.7248861724797391
Fos,Sun2,1.6103347880854195,1.45851408150987
Fos,Flnc,1.6103347880854195,1.975831678784
Fos,Apln,1.6103347880854195,-1.10338197066874
Fos,Ndufs7,1.6103347880854195,-0.813065802754213
Fos,Rgl1,1.6103347880854195,1.44822724280793
Fos,Akap2,1.6103347880854195,1.47823920986839
Fos,Lamc1,1.6103347880854195,1.07311905534781
Fos,Stk25,1.6103347880854195,0.8464384043770179
Fos,Kank1,1.6103347880854195,1.3839269021956295
Fos,Ldha,1.6103347880854195,-0.67443691654955
Fos,Icam1,1.6103347880854195,4.63111401870137
Fos,Laptm4a,1.6103347880854195,-0.7327792346399449
Fos,Bcl3,1.6103347880854195,3.0160049342959603
Fos,Cd14,1.6103347880854195,9.002505156798222
Fos,Tbc1d9b,1.6103347880854195,1.17822251959841
Fos,Cnr1,1.6103347880854195,10.410477886812401
Fos,Capn2,1.6103347880854195,1.10347879209479
Fos,Snrk,1.6103347880854195,-0.8827269161175602
Fos,Sqle,1.6103347880854195,-0.703380654195046
Fos,Vim,1.6103347880854195,1.04283160254037
Fos,A4galt,1.6103347880854195,8.93124873671773
Fos,Gja1,1.6103347880854195,-0.821549004843463
Fos,Pgm5,1.6103347880854195,-1.23400763119226
Fos,Macf1,1.6103347880854195,1.27608075609776
Fos,Etl4,1.6103347880854195,0.6659377243394721
Fos,Junb,1.6103347880854195,4.59355025649866
Fos,Hhatl,1.6103347880854195,-1.50553915289409
Fos,Fos,1.6103347880854195,1.6103347880854195
Fos,Psd2,1.6103347880854195,-0.9344046986136372
Fos,Amigo2,1.6103347880854195,3.79732501932113
Fos,Rhoj,1.6103347880854195,3.39796061689527
Fos,Ralgds,1.6103347880854195,0.6903522483493439
Fos,Slc22a4,1.6103347880854195,0.86291913322396
Fos,Endou,1.6103347880854195,2.9540671227066
Fos,Sfxn1,1.6103347880854195,-1.14488608940767
Fos,Gnb5,1.6103347880854195,-1.03926833539802
Fos,Stim1,1.6103347880854195,1.3939442068072798
Fos,Atp5g1,1.6103347880854195,-1.0338146298913802
Fos,Lman2l,1.6103347880854195,-1.45624287262052
Fos,Lgals3,1.6103347880854195,1.2972872054254598
Fos,Mafk,1.6103347880854195,3.1121665951820403
Fos,8-mar,1.6103347880854195,1.10933332603268
Fos,Me1,1.6103347880854195,-0.9017070568840408
Fos,Cd109,1.6103347880854195,2.42660773840739
Fos,Gbp2,1.6103347880854195,3.56779344650008
Fos,Taldo1,1.6103347880854195,-0.744001609511929
Fos,Myo6,1.6103347880854195,-0.5871558473173271
Fos,Ephx2,1.6103347880854195,-1.18057262854028
Fos,Cxcl10,1.6103347880854195,4.1981203263231
Fos,Calm3,1.6103347880854195,-0.728592497650667
Fos,Larp1b,1.6103347880854195,1.86348899339053
Fos,Nit1,1.6103347880854195,-1.30025118105285
Fos,Capg,1.6103347880854195,1.58854724194403
Fos,9-sep,1.6103347880854195,1.33856690564004
Fos,Vdac2,1.6103347880854195,-0.799405101769667
Fos,Ifi47,1.6103347880854195,8.44448354511911
Fos,Xaf1,1.6103347880854195,2.2810654266586203
Fos,Txndc15,1.6103347880854195,-0.893491917883803
Fos,Zfp703,1.6103347880854195,1.30958181956578
Fos,Gsta4,1.6103347880854195,-0.579872402613575
Fos,Cops6,1.6103347880854195,-0.733540882769538
Fos,Tgm1,1.6103347880854195,10.1166466916957
Fos,Snx5,1.6103347880854195,-1.0950752980106702
Fos,Synpo,1.6103347880854195,1.74481631429092
Fos,Cdc37l1,1.6103347880854195,-0.95658405231199
Fos,Socs3,1.6103347880854195,5.4946754004736515
Fos,Hdac7,1.6103347880854195,2.7228768354182296
Fos,Apip,1.6103347880854195,-1.19141577805891
Fos,Eci1,1.6103347880854195,-0.779826620216798
Fos,Lao1,1.6103347880854195,11.038318162328599
Fos,Ptprd,1.6103347880854195,-0.7985554840154592
Fos,Gabarapl1,1.6103347880854195,0.698879635652308
Fos,Sorbs1,1.6103347880854195,1.40303933420497
Fos,Gng12,1.6103347880854195,0.927816888105086
Fos,Spp1,1.6103347880854195,1.33828593513228
Fos,Smox,1.6103347880854195,1.23173231581473
Fos,Tmem135,1.6103347880854195,-0.913268670783139
Fos,Dbndd2,1.6103347880854195,0.932035155605385
Fos,C1ra,1.6103347880854195,7.63573026729764
Fos,Reep3,1.6103347880854195,-0.738824900482453
Fos,Sqstm1,1.6103347880854195,0.8808728670298259
Fos,Zc3hav1,1.6103347880854195,1.6832293486397705
Fos,Rarg,1.6103347880854195,1.5896519601641002
Fos,Cic,1.6103347880854195,0.804834952404368
Fos,Gbp5,1.6103347880854195,8.94815021584672
Fos,Gas5,1.6103347880854195,2.26327222563676
Fos,Cuedc2,1.6103347880854195,-0.8588991915896671
Fos,Pmp2,1.6103347880854195,-11.2308298041762
Fos,Ifrd1,1.6103347880854195,1.3652250445024898
Fos,Bmpr1a,1.6103347880854195,-0.8091912675639151
Fos,Ptp4a2,1.6103347880854195,0.916138930499055
Fos,H2-k1,1.6103347880854195,1.21004725824675
Fos,Sirpa,1.6103347880854195,-1.12213278492556
Fos,Etfb,1.6103347880854195,-0.7196457313148691
Fos,Tagln3,1.6103347880854195,-2.4309624762215
Fos,Synm,1.6103347880854195,2.41116653269228
Fos,Fam107a,1.6103347880854195,0.9186015441403208
Foxo3,Lgalsl,0.0,1.04675988411442
Foxo3,Egln2,0.0,0.985708466546784
Foxo3,Mtx1,0.0,-0.990202923545048
Foxo3,Hdac2,0.0,-0.9716721473155228
Foxo3,Ctdsp2,0.0,1.36113020848696
Foxo3,Ctnna1,0.0,0.662517628801597
Foxo3,Nupr1,0.0,3.95388290359632
Foxo3,Lxn,0.0,-0.643446399310928
Foxo3,Fnbp1l,0.0,-0.9904972921093927
Foxo3,Igtp,0.0,2.05299490630702
Foxo3,H2-q4,0.0,4.18825672828497
Foxo3,Ucp2,0.0,0.875178214922235
Foxo3,Ahnak,0.0,1.40818445910047
Foxo3,Mpz,0.0,-1.27365116572079
Foxo3,Cherp,0.0,0.97079631470821
Foxo3,Dlg5,0.0,0.989970317644924
Foxo3,Gadd45b,0.0,3.0139778847137704
Foxo3,Apln,0.0,-1.10338197066874
Foxo3,Mt1,0.0,1.18984683902556
Foxo3,Adi1,0.0,-1.04426448081779
Foxo3,Vta1,0.0,-0.939219755629923
Foxo3,Ndufs7,0.0,-0.813065802754213
Foxo3,Fam129b,0.0,1.86935903615468
Foxo3,Akap2,0.0,1.47823920986839
Foxo3,Lamc1,0.0,1.07311905534781
Foxo3,Kremen1,0.0,1.69404050316394
Foxo3,Sbsn,0.0,9.923614269587961
Foxo3,Slc35b2,0.0,-1.19083930589571
Foxo3,Brd2,0.0,1.4230071474082802
Foxo3,Icam1,0.0,4.63111401870137
Foxo3,Them4,0.0,-1.39330025273467
Foxo3,Cltb,0.0,0.710286210787661
Foxo3,Emg1,0.0,-1.70319202148702
Foxo3,Idh2,0.0,0.730722781005991
Foxo3,Lcn2,0.0,12.371630276885801
Foxo3,Cyr61,0.0,3.4005604786713097
Foxo3,A730017l22rik,0.0,8.52023416937863
Foxo3,Hjurp,0.0,-6.716217044168861
Foxo3,Ccnd2,0.0,-1.1383466281576298
Foxo3,Tbc1d9b,0.0,1.17822251959841
Foxo3,Tmco1,0.0,-0.817579024418827
Foxo3,Fus,0.0,0.812904016463777
Foxo3,Capn2,0.0,1.10347879209479
Foxo3,Hinfp,0.0,8.94335862073595
Foxo3,Cmpk2,0.0,1.4537401632435802
Foxo3,Vim,0.0,1.04283160254037
Foxo3,Mat2a,0.0,-1.40528829593456
Foxo3,Ip6k1,0.0,0.897437566880025
Foxo3,Rnf7,0.0,-1.38464893149645
Foxo3,Bcl2l1,0.0,1.56188618599478
Foxo3,Mgll,0.0,-1.03205842204148
Foxo3,Pros1,0.0,0.873338957220894
Foxo3,Gpx1,0.0,1.23589946902744
Foxo3,Cdkn1a,0.0,2.6019394154614903
Foxo3,Clec3b,0.0,-2.98816998754897
Foxo3,Junb,0.0,4.59355025649866
Foxo3,Enpp2,0.0,-0.8335683236942341
Foxo3,Fos,0.0,1.6103347880854195
Foxo3,Slc7a10,0.0,-0.832285189560016
Foxo3,Amigo2,0.0,3.79732501932113
Foxo3,Foxp4,0.0,1.6093098899423302
Foxo3,Ralgds,0.0,0.6903522483493439
Foxo3,Kansl3,0.0,1.14557232492013
Foxo3,Epb41l4aos,0.0,12.264677254005802
Foxo3,Naxd,0.0,-0.80125570965034
Foxo3,Me1,0.0,-0.9017070568840408
Foxo3,Tmem140,0.0,8.12745866875219
Foxo3,4930402h24rik,0.0,-1.15875531880065
Foxo3,Myo6,0.0,-0.5871558473173271
Foxo3,Tinagl1,0.0,10.6386377797806
Foxo3,Ampd3,0.0,1.51640627372515
Foxo3,2210016f16rik,0.0,-1.3709394126436298
Foxo3,Cxcl10,0.0,4.1981203263231
Foxo3,Calm3,0.0,-0.728592497650667
Foxo3,Tnfrsf1a,0.0,1.23743729810914
Foxo3,Larp1b,0.0,1.86348899339053
Foxo3,1700025g04rik,0.0,1.95503389419332
Foxo3,Anapc4,0.0,-1.04235672959883
Foxo3,Eef1a1,0.0,0.6195021490229929
Foxo3,Vdac2,0.0,-0.799405101769667
Foxo3,Slc1a4,0.0,0.614568063128815
Foxo3,Tmem147,0.0,-0.88133924109286
Foxo3,Rab33b,0.0,-1.17903493542074
Foxo3,Igfbp4,0.0,-1.3041182281371295
Foxo3,Txndc15,0.0,-0.893491917883803
Foxo3,Ednrb,0.0,-0.881761365266408
Foxo3,Pfkl,0.0,-0.8563960779573171
Foxo3,1110051m20rik,0.0,-1.08562789155829
Foxo3,Col4a2,0.0,1.81049989905551
Foxo3,Psmb8,0.0,3.0448544001234
Foxo3,Ndufv2,0.0,-0.7894053502428969
Foxo3,Mlh3,0.0,-1.86522921547867
Foxo3,Ifit1,0.0,3.01901968717003
Foxo3,Cdc37l1,0.0,-0.95658405231199
Foxo3,Fmc1,0.0,-1.1479319130281
Foxo3,Hdac7,0.0,2.7228768354182296
Foxo3,Apip,0.0,-1.19141577805891
Foxo3,Mob4,0.0,-1.40109968670627
Foxo3,Eci1,0.0,-0.779826620216798
Foxo3,Tpt1,0.0,0.965316382085
Foxo3,Vamp1,0.0,1.38004924444526
Foxo3,Ptgr2,0.0,-0.9628997557836372
Foxo3,Gabarapl1,0.0,0.698879635652308
Foxo3,Snapc2,0.0,1.16991598423527
Foxo3,Agap3,0.0,1.00657490112112
Foxo3,Hspb1,0.0,5.06801252327358
Foxo3,Shisa5,0.0,1.5300860626164698
Foxo3,Tmem9b,0.0,-0.7094054586146741
Foxo3,H2-d1,0.0,1.72429723363255
Foxo3,Tspan4,0.0,2.2416618214981403
Foxo3,Dhcr7,0.0,-1.14849241913725
Foxo3,Sdhc,0.0,-0.707752920281633
Foxo3,Smox,0.0,1.23173231581473
Foxo3,Cidea,0.0,-2.15820148811373
Foxo3,Hip1,0.0,1.03742483781375
Foxo3,Dbndd2,0.0,0.932035155605385
Foxo3,Flot1,0.0,1.70713649521979
Foxo3,Reep3,0.0,-0.738824900482453
Foxo3,Tmem59,0.0,-0.5992257878586329
Foxo3,Gt(rosa)26sor,0.0,4.65394698171191
Foxo3,Irf1,0.0,4.83797241645297
Foxo3,Cstf2t,0.0,-0.7489993469268259
Foxo3,Cers5,0.0,-1.26645874256272
Foxo3,D8ertd738e,0.0,0.9710808899401752
Foxo3,Usp24,0.0,0.9273680786847008
Foxo3,Aqp4,0.0,-0.867976715056723
Foxo3,Fuz,0.0,-1.26716115411747
Foxo3,Spcs2,0.0,-0.786236938929996
Foxo3,Prkcd,0.0,2.08131250529592
Foxo3,Sccpdh,0.0,-1.07517599423908
Foxo3,S1pr1,0.0,-0.745615569057519
Foxo3,Maff,0.0,4.18596030472309
Foxo3,Ppa2,0.0,-1.05186650842302
Foxo3,Fkbp3,0.0,-0.9203978631142842
Gfi1,Nf2,0.0,1.63555732440299
Gfi1,Atp5g1,0.0,-1.0338146298913802
Gfi1,Hspb1,0.0,5.06801252327358
Gfi1,Pltp,0.0,-0.766371636689082
Gfi1,Icam1,0.0,4.63111401870137
Gfi1,Ywhae,0.0,-0.577517976931598
Gfi1,Cltb,0.0,0.710286210787661
Gfi1,Bcl3,0.0,3.0160049342959603
Gfi1,Fbxo31,0.0,1.46063792234126
Gfi1,Spen,0.0,1.3688554004161495
Gfi1,Eif4g3,0.0,0.7429501520534209
Gfi1,Fgfr1,0.0,0.666681748495448
Gfi1,Cd14,0.0,9.002505156798222
Gfi1,Bcs1l,0.0,-1.97367247409438
Gfi1,Nupr1,0.0,3.95388290359632
Gfi1,Ampd3,0.0,1.51640627372515
Gfi1,Rdh12,0.0,-12.2258128239326
Gfi1,Carhsp1,0.0,0.891035902155907
Gfi1,Sult1a1,0.0,2.20860933058518
Gfi1,Tnfrsf1a,0.0,1.23743729810914
Gfi1,Klc3,0.0,6.6809538943179
Gfi1,Ppp1r15a,0.0,1.62271128047169
Gfi1,Eif2ak2,0.0,1.7500485491951998
Gfi1,G6pc3,0.0,-1.04504177521596
Gfi1,Fbxo2,0.0,-1.15840251351224
Gfi1,Ncan,0.0,-0.992477641760996
Gfi1,Lpar1,0.0,-2.07186156618779
Gfi1,E2f5,0.0,-1.08700942101863
Gfi1,Amt,0.0,-1.49589428368523
Gfi1,Capg,0.0,1.58854724194403
Gfi1,Galr3,0.0,12.2206041016522
Gfi1,Mgat3,0.0,1.15403424239312
Gfi1,Nr1h2,0.0,1.1317868424498
Gfi1,Hap1,0.0,1.52078762141199
Gfi1,Igfbp4,0.0,-1.3041182281371295
Gfi1,Stat1,0.0,1.0255748215943
Gfi1,A4galt,0.0,8.93124873671773
Gfi1,Irf1,0.0,4.83797241645297
Gfi1,Mapk3,0.0,-0.7525751609315551
Gfi1,Eif4g1,0.0,0.655565011546338
Gfi1,Txndc15,0.0,-0.893491917883803
Gfi1,Gja1,0.0,-0.821549004843463
Gfi1,Vgll3,0.0,11.2357202213766
Gfi1,Mtmr3,0.0,0.8140370873435301
Gfi1,Lrrc8a,0.0,0.8234478498017651
Gfi1,Pnpla2,0.0,1.41405562690097
Gfi1,Fkbp5,0.0,2.9158965700015496
Gfi1,Pros1,0.0,0.873338957220894
Gfi1,Ptp4a2,0.0,0.916138930499055
Gfi1,Cdkn1a,0.0,2.6019394154614903
Gfi1,Cox5a,0.0,-0.8303728772812259
Gfi1,Asna1,0.0,-0.8388140312573241
Gfi1,Tuba4a,0.0,-0.9561812419570508
Gfi1,Rpl41,0.0,1.25426446843555
Gfi1,Pmm1,0.0,-0.7734564143446279
Gfi1,Tmc7,0.0,-1.08482337626656
Gfi1,Midn,0.0,1.05014803637735
Gfi1,Sycp3,0.0,-8.34677266298744
Gfi1,Kpna3,0.0,-1.11325245966936
Gfi1,Endou,0.0,2.9540671227066
Gfi1,Ralgds,0.0,0.6903522483493439
Gfi1,Fam107a,0.0,0.9186015441403208
Hif1a,Map1lc3b,0.0,0.887859371180114
Hif1a,Ptprn,0.0,2.11478468098462
Hif1a,Plod2,0.0,-1.5416139475777098
Hif1a,Prrc2b,0.0,0.8502239010214581
Hif1a,Akap13,0.0,4.4324970116119005
Hif1a,Rdh12,0.0,-12.2258128239326
Hif1a,Carhsp1,0.0,0.891035902155907
Hif1a,Cldn10,0.0,-0.855854228914721
Hif1a,Tsc22d4,0.0,0.719167610069658
Hif1a,Gpr179,0.0,1.86542065358433
Hif1a,Eif1,0.0,0.767280793606984
Hif1a,Exd2,0.0,-1.7982000668636102
Hif1a,Eif4g1,0.0,0.655565011546338
Hif1a,Ahnak,0.0,1.40818445910047
Hif1a,Mamstr,0.0,11.022911126020201
Hif1a,Lrrc8a,0.0,0.8234478498017651
Hif1a,Fkbp5,0.0,2.9158965700015496
Hif1a,Cox5a,0.0,-0.8303728772812259
Hif1a,Gadd45b,0.0,3.0139778847137704
Hif1a,Apln,0.0,-1.10338197066874
Hif1a,Adamts1,0.0,2.2807212620749504
Hif1a,Ndufs7,0.0,-0.813065802754213
Hif1a,Akap2,0.0,1.47823920986839
Hif1a,P4ha1,0.0,-1.35007825577818
Hif1a,Kank1,0.0,1.3839269021956295
Hif1a,Pltp,0.0,-0.766371636689082
Hif1a,Ldha,0.0,-0.67443691654955
Hif1a,Emg1,0.0,-1.70319202148702
Hif1a,Idh2,0.0,0.730722781005991
Hif1a,Cyr61,0.0,3.4005604786713097
Hif1a,Psmb10,0.0,1.12511111768917
Hif1a,Gnai2,0.0,-0.6192473978972121
Hif1a,Hinfp,0.0,8.94335862073595
Hif1a,Mgat3,0.0,1.15403424239312
Hif1a,Vim,0.0,1.04283160254037
Hif1a,Adam15,0.0,1.31311450353688
Hif1a,Bcl2l1,0.0,1.56188618599478
Hif1a,Gja1,0.0,-0.821549004843463
Hif1a,Tle1,0.0,1.73221570133418
Hif1a,Mtmr3,0.0,0.8140370873435301
Hif1a,Mcl1,0.0,0.743655940768822
Hif1a,Cdkn1a,0.0,2.6019394154614903
Hif1a,Fos,0.0,1.6103347880854195
Hif1a,Endou,0.0,2.9540671227066
Hif1a,Irf7,0.0,4.64411515716393
Hif1a,Efr3b,0.0,1.4774575891864898
Hif1a,Gnb5,0.0,-1.03926833539802
Hif1a,Atp5g1,0.0,-1.0338146298913802
Hif1a,Coro1c,0.0,0.7921814705746271
Hif1a,Mafk,0.0,3.1121665951820403
Hif1a,Aplnr,0.0,-2.5727077075754
Hif1a,Enoph1,0.0,-0.9878786274372752
Hif1a,9-sep,0.0,1.33856690564004
Hif1a,Lgals1,0.0,-1.54010620489798
Hif1a,Efhd1,0.0,-0.943563710460913
Hif1a,Ednrb,0.0,-0.881761365266408
Hif1a,Pfkl,0.0,-0.8563960779573171
Hif1a,Agpat5,0.0,-0.768062984952783
Hif1a,Tmed2,0.0,-1.18350560254479
Hif1a,Rnf126,0.0,-1.09771015803013
Hif1a,Ifit1,0.0,3.01901968717003
Hif1a,Rpsa,0.0,1.49097300962016
Hif1a,Socs3,0.0,5.4946754004736515
Hif1a,Midn,0.0,1.05014803637735
Hif1a,Pnpo,0.0,1.3632176380754295
Hif1a,Angptl4,0.0,4.947794480935981
Hif1a,Nf2,0.0,1.63555732440299
Hif1a,Snapc2,0.0,1.16991598423527
Hif1a,Hspb1,0.0,5.06801252327358
Hif1a,Shisa5,0.0,1.5300860626164698
Hif1a,Tmem9b,0.0,-0.7094054586146741
Hif1a,Cxcl12,0.0,2.3265033806034703
Hif1a,Pllp,0.0,-1.4721817038995
Hif1a,Dhcr7,0.0,-1.14849241913725
Hif1a,Serping1,0.0,3.45268811784848
Hif1a,Ergic1,0.0,-1.01588225547383
Hif1a,Stat3,0.0,1.3668596545480298
Hif1a,Sat1,0.0,1.57876817107734
Hif1a,Def8,0.0,-0.82479100470048
Hif1a,Lrp1,0.0,0.7104041493645391
Hif1a,Vgll3,0.0,11.2357202213766
Hif1a,Bgn,0.0,-1.6632365617768503
Hif1a,Aqp4,0.0,-0.867976715056723
Hif1a,Fuz,0.0,-1.26716115411747
Hif1a,Triobp,0.0,0.835743528587376
Hif1a,Sccpdh,0.0,-1.07517599423908
Hif1a,Rpl4,0.0,0.6399104312997691
Hif1a,Maff,0.0,4.18596030472309
Hif1a,Fyco1,0.0,1.4087858432436398
Hif1a,Synm,0.0,2.41116653269228
Hnf4a,Rbm3,0.0,2.31696942256792
Hnf4a,4-sep,0.0,-0.970946020840117
Hnf4a,Egln2,0.0,0.985708466546784
Hnf4a,Ptprn,0.0,2.11478468098462
Hnf4a,Spen,0.0,1.3688554004161495
Hnf4a,Bcs1l,0.0,-1.97367247409438
Hnf4a,Fth1,0.0,1.29922199284816
Hnf4a,Arhgap21,0.0,0.8822939373645049
Hnf4a,Tnr,0.0,-2.72894678775269
Hnf4a,Slc13a3,0.0,-1.22581533936927
Hnf4a,Trim8,0.0,0.997597965437188
Hnf4a,Ahnak,0.0,1.40818445910047
Hnf4a,Slc30a1,0.0,-1.39168848941024
Hnf4a,Cherp,0.0,0.97079631470821
Hnf4a,Tns2,0.0,1.25322206003601
Hnf4a,Samd14,0.0,1.5950711518504
Hnf4a,Tspyl1,0.0,-0.81801824357666
Hnf4a,Ppp1r1a,0.0,-0.933911070926477
Hnf4a,Emg1,0.0,-1.70319202148702
Hnf4a,Laptm4a,0.0,-0.7327792346399449
Hnf4a,Fbxo31,0.0,1.46063792234126
Hnf4a,Vldlr,0.0,-1.83026057068571
Hnf4a,Cebpd,0.0,3.65005303809689
Hnf4a,Psmb10,0.0,1.12511111768917
Hnf4a,Sbno2,0.0,2.20300050289742
Hnf4a,Fbln5,0.0,2.60466892896043
Hnf4a,Rhobtb3,0.0,-1.58666365178498
Hnf4a,Il13ra1,0.0,5.90093880402698
Hnf4a,Gpx1,0.0,1.23589946902744
Hnf4a,Mvk,0.0,-1.08610720916179
Hnf4a,Enpp2,0.0,-0.8335683236942341
Hnf4a,Tmc7,0.0,-1.08482337626656
Hnf4a,Kpna3,0.0,-1.11325245966936
Hnf4a,Smg5,0.0,1.2103863547425502
Hnf4a,Camk2n1,0.0,2.06631650912027
Hnf4a,Mafk,0.0,3.1121665951820403
Hnf4a,Me1,0.0,-0.9017070568840408
Hnf4a,Tmem140,0.0,8.12745866875219
Hnf4a,Smo,0.0,-0.637890903641211
Hnf4a,Slc43a3,0.0,1.78217639643375
Hnf4a,Ephx2,0.0,-1.18057262854028
Hnf4a,Ndufb10,0.0,-0.6375482856968571
Hnf4a,Vdac2,0.0,-0.799405101769667
Hnf4a,Rab33b,0.0,-1.17903493542074
Hnf4a,Ndufv2,0.0,-0.7894053502428969
Hnf4a,Tmem176a,0.0,0.78425791945752
Hnf4a,Tgm2,0.0,1.86225322668802
Hnf4a,Rasgrf2,0.0,9.384037811246893
Hnf4a,Mvp,0.0,1.02406806848071
Hnf4a,Sv2b,0.0,-1.32938228397003
Hnf4a,Tnfaip6,0.0,-1.64079640893523
Hnf4a,Erbin,0.0,1.09413653489855
Hnf4a,Gng12,0.0,0.927816888105086
Hnf4a,Tmem135,0.0,-0.913268670783139
Hnf4a,Eps15,0.0,-1.08785648980282
Hnf4a,Serping1,0.0,3.45268811784848
Hnf4a,Stat3,0.0,1.3668596545480298
Hnf4a,Zc3hav1,0.0,1.6832293486397705
Hnf4a,Fxyd6,0.0,-1.18541082396483
Hnf4a,Atf4,0.0,1.41178457225921
Hnf4a,Polr3h,0.0,-1.1883885785194
